title,abstract,date,section,url
"Ocasio-Cortez, Sanders call for climate change emergency mobilization, seeks a re-do of failed Green New Deal",Police arrested 70 people outside of The New York Times building in Times Square on Saturday as they protested news coverage of climate change.,"July 10, 2019",us,https://www.foxnews.com/politics/ocasio-cortez-sanders-call-climate-change-emergency-mobilization-green-new-deal
"Oregon's Senate Democrats lack votes to pass controversial climate bill, chamber's leader says",Democrats are smart not to have a climate debate among presidential candidates. They would lose votes if Americans realized how crazy their environmental proposals are.,"June 27, 2019",us,https://www.foxnews.com/politics/oregon-senate-lacks-votes-on-controversial-climate-bill-after-republicans-bail
Medical groups call climate change a 'health emergency' ahead of Democratic debate,Washington state Gov. Jay Inslee is stepping up his push to force the Democratic National Committee to hold a primary debate solely on the issue of climate change.,"June 25, 2019",us,https://www.foxnews.com/politics/climate-change-is-a-health-emergency-according-to-public-health-groups
Runaway Oregon Republican says lawmakers won't return to state until 'expensive' carbon tax bill scrapped,"Sen. Joe Manchin, D., W.V., has argued that philanthropist Mike Bloomberg's new carbon initiative would ""punish"" his constituents and fail to combat climate change in the way it intends to.","June 25, 2019",us,https://www.foxnews.com/politics/oregon-republican-return-expensive-carbon-tax-legislation-scrapped
70 climate change protesters arrested outside of New York Times building in NYC,"Ava Martinez, the 8 year-old who impersonates Rep. Alexandria Ocasio-Cortez, D-N.Y., released another video on Tuesday in which she, among other things, mocks the freshman congresswoman's knowledge of socialism.","June 25, 2019",us,https://www.foxnews.com/us/climate-change-protesters-cause-disruption-outside-nyt
"Beto O'Rourke says we have '10 years' left to tackle climate change, blames Trump for rise in hate crimes","Centrist Democratic Sen. Joe Manchin, D-W.Va., on Monday blasted former New York Mayor Michael Bloomberg’s plan to shut down all coal plants in the U.S. in 11 years -- saying it would “devastate” communities in his state. ","June 23, 2019",us,https://www.foxnews.com/politics/beto-orourke-climate-change-trump-hate-crimes
British lawmaker suspended after video shows him violently grabbing female protester by the neck,"Green New Deal architect Rhiana Gunn-Wright sounded the alarms on Thursday, warning that climate change can result in ""25 Holocausts.""","June 21, 2019",us,https://www.foxnews.com/world/british-lawmaker-suspended-after-video-shows-him-violently-grabbing-female-protester-by-the-neck
"Inslee ramps up pressure campaign for DNC to hold climate change debate, says earth’s ‘on fire’","Former Vice President Joe Biden is not an inspiring presidential candidate and would be defeated by President Trump in 2020 if nominated, Matt Gaetz claimed.","June 14, 2019",us,https://www.foxnews.com/politics/inslee-says-the-earths-on-fire-dnc-debate-climate-change
Sen. Joe Manchin: Bloomberg's carbon initiative would 'punish' West Virginians,"Warning that “we must take drastic action now to address the climate disaster facing the nation and our world,” former Vice President Joe Biden on Tuesday unveiled a wide-ranging plan to combat climate change and transform America’s economy.","June 13, 2019",us,https://www.foxnews.com/politics/sen-joe-manchin-bloombergs-carbon-initiative-would-punish-west-virginians
Mini-AOC releases 're-election video' mocking the New York congresswoman,California knows about fault lines. And political observers in the Golden State say the Democrats’ proposed Green New Deal may be a fault line that splits the party’s support – in California and elsewhere.,"June 12, 2019",us,https://www.foxnews.com/politics/mini-aoc-releases-re-election-video-mocking-the-new-york-congresswoman
Coal-state Dem slams Bloomberg over climate initiative,"Progressive politicians like Al Gore, Sen. Bernie Sanders, I-Vt., and Rep. Alexandria Ocasio-Cortez, D.N.Y., don’t hesitate to blame any kind of severe weather – even if it is decreasing over time – on global warming. ","June 11, 2019",us,https://www.foxnews.com/politics/coal-state-dem-slams-bloomberg-for-climate-initiative
Green New Deal architect says climate change can lead to '25 Holocausts',"Rep. Alexandria Ocasio-Cortez, D-N.Y., took to social media on Thursday during a tornado warning in Washington, D.C., and swiftly tried to connect it to climate change -- prompting one meteorologist to call her out for not knowing ""the difference between weather and climate."" ","June 11, 2019",us,https://www.foxnews.com/politics/green-new-deal-architect-says-climate-change-can-lead-to-25-holocausts
Bill Nye says world needs to respond to climate change like it did with D-Day,"Rep. Alexandria Ocasio-Cortez’s claim that the world will “end in 12 years” unless climate change is tackled was accepted as a fact by two-thirds of Democrats, even though she said herself that only those with the “social intelligence of a sea sponge” could actually believe it.","June 7, 2019",us,https://www.foxnews.com/entertainment/bill-nye-world-climate-change-d-day
"Matt Gaetz: Joe Biden an 'old, tired candidate with old, tired ideas'","California’s experience – now being replicated on the national level with the Green New Deal – could signal the Democrats’ drift toward ambitious dreams and away from the day-to-day challenges of working families and people at the margins of the economy, especially people of color.","June 5, 2019",us,https://www.foxnews.com/politics/joe-biden-matt-gaetz-2020-democrat-old-tired
"Biden unveils climate change plan using Green New Deal as framework, after AOC criticism",Rep. Alexandria Ocasio-Cortez said Sunday that growing cauliflower in community gardens is part of the “colonial” attitudes that her Green New Deal will stamp out.,"June 5, 2019",us,https://www.foxnews.com/politics/biden-unveils-wide-ranging-climate-change-plan-that-uses-green-new-deal-as-crucial-framework
"AOC's Green New Deal could have Dems facing blue-collar backlash at polls, some say","In a newly posted video, Joe Biden can be seen telling a young activist he ""started this whole thing"" in response to a question about climate change activism.","June 4, 2019",us,https://www.foxnews.com/politics/green-new-deal-could-have-dems-facing-blue-collar-backlash-at-polls-some-say
AOC called out by meteorologist after linking DC tornado warning to climate change,Democratic presidential candidate Jay Inslee on Thursday unveiled a wide-ranging plan he says would combat climate change by shifting the U.S. from dependence on fossil fuels to renewable energy.,"May 28, 2019",us,https://www.foxnews.com/politics/aoc-dc-tornado-warning-links-climate-change
"AOC says only a 'sea sponge' would believe her '12 years' doomsday remark, but most Dems bought it",Martha MacCallum and Jesse Watters react climate change and Bill Nye during this week's 'Wednesdays with Watters' segment.,"May 24, 2019",us,https://www.foxnews.com/politics/ocasio-cortez-doomsday-claim-world-end-poll-shows-67-percent-of-dems
US says Trump coal moves hasten but don't increase emissions,Joe Biden is pushing back against criticism by Rep. Alexandria Ocasio-Cortez that he’s “middle of the road” when it comes to tackling climate change.,"May 23, 2019",us,https://www.foxnews.com/us/us-says-trump-coal-moves-hasten-but-dont-increase-emissions
Ocasio-Cortez says growing cauliflower in community gardens is 'colonial',"Fox News' Jesse Watters went after the Democratic Party on climate change and global warming Monday saying they use the issue because they feel guilty for ""the success of capitalism.""","May 22, 2019",us,https://www.foxnews.com/politics/ocasio-cortez-growing-cauliflower-colonial
Joe Biden tells young activists he started push to tackle climate change in 1987,"Can former Vice President Joe Biden thrive in a Democratic Party that treats predictions of climate change catastrophe as religious doctrine? Not if Rep. Alexandria Ocasio-Cortez, D-N.Y., and Sen. Bernie Sanders, I-Vt., have it their way.","May 21, 2019",us,https://www.foxnews.com/politics/joe-biden-climate-change-activists
Inslee unveils $9 trillion plan to battle climate change,"Rep. Alexandria Ocasio-Cortez slammed former Vice President Joe Biden’s “middle ground” climate change plan that is yet to be released, saying it’s a “dealbreaker” for the progressives.","May 19, 2019",us,https://www.foxnews.com/politics/jay-inslee-plan-9-trillion-to-battle-climate-change
"Biden defends his climate record after Ocasio-Cortez criticism, tells critics to ‘calm down’",Democratic presidential candidate Beto O'Rourke wants to spend $5 trillion to fight climate change. Why?,"May 15, 2019",us,https://www.foxnews.com/politics/biden-defends-his-climate-record-after-ocasio-cortez-criticism-tells-critics-to-calm-down
Limbaugh to AOC: 'You wouldn’t know funny if it bit you' on the nose,"""The Five"" host Jesse Watters had some tough words for 2020 hopeful Beto O'Rourke after the former Texas representative proposed a $5 trillion climate change plan alongside the claim that the United States only had 10 years left to address the issue.","May 14, 2019",us,https://www.foxnews.com/politics/rush-limbaugh-ocasio-cortez-climate-change
Jesse Watters: Dems talk up 'global warming hysteria' because it 'makes them feel like they are saving the world',Democrats who truly wish to address climate and create jobs should spend more time working with the Trump administration.,"May 13, 2019",us,https://www.foxnews.com/politics/jesse-watters-dems-global-warming-bill-nye
"Ocasio-Cortez assails Biden's 'middle ground' climate change plan, says it's 'dealbreaker'",Actor Alec Baldwin said Tuesday that his passion about preserving the planet for future generations was sparked by meeting indigenous people who are guardians of their lands at the 2015 Paris conference that adopted the landmark agreement to tackle global warming.,"May 11, 2019",us,https://www.foxnews.com/politics/ocasio-cortez-assails-bidens-middle-ground-climate-change-plan-says-its-dealbreaker
NBC reporter scolded on air after comparing UN climate change report to alien invasion,"Little has changed over at CBS, with the network trawling out an old alarmist global warming footage urging people to “act or die” on this year’s Earth Day while endorsing punitive fees on motorists today.","May 11, 2019",us,https://www.foxnews.com/entertainment/msnbc-climate-change-alien-invasion
Watters on Beto's climate plan: He's a 'scam artist' who feels guilty about America's economic success,"Climate-change activists took over the Universal Studios globe in California on Monday, claiming they were super-gluing themselves to the iconic sphere and demanding action from NBCUniversal.","April 30, 2019",us,https://www.foxnews.com/politics/watters-on-betos-climate-plan-hes-a-scam-artist-who-feels-guilty-about-americas-economic-success
"California Gov. Newsom facing new pressure from environmental groups to block drilling, fracking","In a video released on Wednesday, Rep. Alexandria Ocasio-Cortez, D-N.Y., told a ""story from the future"" in which her ""Green New Deal"" transformed the American economy and rescued the United States from the dire threat of climate change.","April 30, 2019",us,https://www.foxnews.com/politics/california-gov-newsom-facing-new-pressure-from-environmental-groups-to-block-drilling-fracking
Alec Baldwin calls for action on climate change at UN event,Former Pennsylvania Gov. Ed Rendell says the aspirational aspects of the 'Green New Deal' are OK.,"April 24, 2019",us,https://www.foxnews.com/entertainment/alec-baldwin-is-passionate-about-preserving-the-planet
CBS resurfaces 1970 'Act or Die' alarmist climate change clip on Earth Day,"Former Secretary of State John Kerry clashed with Rep. Thomas Massie, R-Ky., on Tuesday.","April 24, 2019",us,https://www.foxnews.com/entertainment/cbs-climate-change-earth-day-gayle-king
Protesters climb Universal Studios globe in California demanding NBC take climate-change action,"Bernie Sanders proposes 'Medicare-for-all' and Alexandria Ocasio-Cortez says that the U.S. will have 'blood on their hands' if they don't act on climate change; reaction and analysis on 'The Five.'
","April 23, 2019",us,https://www.foxnews.com/us/activists-universal-studios-globe-california-climate-change
Climate change protesters announce shift to political negotiations after week-long demonstrations in London,"Conservative commentator Mark Steyn and ""Tucker Carlson Tonight"" host Tucker Carlson discussed toxic masculinity's impact on climate change.","April 22, 2019",us,https://www.foxnews.com/world/climate-change-protesters-announce-shift-to-political-negotiations-after-week-long-demonstrations-in-london
AOC narrates video from future in which her 'Green New Deal' saves US from environmental catastrophe,"Rep. Alexandria Ocasio-Cortez, D.N.Y., unleashed on her Republican opponents during a marathon Instagram Live session on Wednesday night.","April 21, 2019",us,https://www.foxnews.com/politics/aoc-narrates-video-from-future-in-which-her-green-new-deal-saves-us-from-environmental-catastrophe
"Climate change protesters bring London to halt, demonstrator glues himself to subway train, 300 arrested in 2 days","News headlines sound alarms with fears about survival, destruction of the planet and the end of humans. It’s all apparently too much for some to cope with, which is the reasoning behind a first of its kind class at the University of Washington Bothell.","April 17, 2019",us,https://www.foxnews.com/world/climate-change-protest-london-glue-dlr-train
"John Kerry clashes with Rep. Thomas Massie on his college degree, climate change: ‘Are you serious?’","After releasing 12 years of tax returns on his campaign website, Washington governor and 2020 presidential candidate Jay Inslee urged President Trump to do the same during an appearance on FOX & Friends.","April 12, 2019",us,https://www.foxnews.com/politics/john-kerry-thomas-massie-climate-change
"AOC's linkage of climate change and border situation 'ridiculous,' Crenshaw says","The United Nations' weather agency says extreme weather last year hit 62 million people worldwide and forced 2 million people to relocate, as man-made climate change worsened.","April 11, 2019",us,https://www.foxnews.com/politics/aocs-linkage-of-climate-change-and-border-situation-ridiculous-crenshaw-says
Is 'toxic masculinity' melting the polar ice caps? Mark Steyn has his doubts,"U.S. Rep. Alexandria Ocasio-Cortez, D-N.Y., blasted congressional Republicans on Saturday for seeking a “bluff” vote on her proposed Green New Deal -- a move that other Democrats have also derided as a political stunt.","April 10, 2019",us,https://www.foxnews.com/science/toxic-masculinity-melting-polar-ice-caps-mark-steyn-doubts
"Ocasio-Cortez likens GOP to 'Exorcist' girl, accuses border agents of drugging kids in marathon Instagram session","Freshman Rep. Alexandria Ocasio-Cortez, D-N.Y., compared President Trump to a worm during an interview on “Late Night with Seth Meyers” on Thursday -- but you'd need your dictionary to know that.","April 4, 2019",us,https://www.foxnews.com/politics/ocasio-cortez-likens-gop-to-exorcist-girl
"Global warming bringing  you down? Washington state college offers course on 'eco-anxiety,' ‘climate grief’",The Green New Deal is a pipe dream. But climate change is real and industrial activity around the globe is contributing to it. Any real progress in addressing it will depend on a realistic agenda built on pushing better technologies around the world.,"April 4, 2019",us,https://www.foxnews.com/us/global-warming-bringing-you-down-washington-state-offers-course-on-eco-anxiety-climate-grief
2020 hopeful Gov. Jay Inslee challenges President Trump to release tax returns,"'Birth Strike' founder says she's too afraid to have children because of the imminent collapse of civilization due to climate change.
","April 1, 2019",us,https://www.foxnews.com/politics/2020-hopeful-gov-jay-inslee-challenges-president-trump-to-release-tax-returns
UN report:  Extreme weather hit 62 million people in 2018,"Former Vice President Al Gore turned up the rhetorical heat during a conference in Atlanta on Thursday, where he warned that climate change could bring about the end of civilization.","March 29, 2019",us,https://www.foxnews.com/us/un-report-extreme-weather-hit-62-million-people-in-2018
Ocasio-Cortez blasts GOP's upcoming ‘bluff-vote’ on Green New Deal,"Climate change could trigger a “civilization breakdown,” a founder of the so-called “Birth Strike” movement warned on Tuesday night -- saying she's so afraid that she won't have kids.","March 26, 2019",us,https://www.foxnews.com/politics/ocasio-cortez-blasts-upcoming-bluff-vote-on-green-new-deal
"Ocasio-Cortez, in sick burn, compares Trump to ‘nematode’",Birth Strike founder Blythe Pepino explains the concerns behind the movement on 'Tucker Carlson Tonight.',"March 24, 2019",us,https://www.foxnews.com/politics/ocasio-cortez-trump-nematode
"Bill de Blasio, pitching $10B climate change plan, blames global warming for Hurricane Sandy",Climate statistician Dr. Caleb Rossiter explains why he takes aim at far left climate policy.,"March 19, 2019",us,https://www.foxnews.com/politics/de-blasio-pitching-10b-climate-change-plan-blames-global-warming-for-hurricane-sandy
Al Gore says climate change can ‘bring about the end of civilization’ during talk in Atlanta: report,"Trump says the Green New Deal is something Democrats should be promoting.
","March 16, 2019",us,https://www.foxnews.com/politics/al-gore-says-climate-change-can-bring-about-the-end-of-civilization-during-talk-in-atlanta-report
'Birth Strike' founder argues future 'too frightening' for her to have children due to climate change,Wyoming Republican Sen. John Barrasso says the U.S. economy cannot afford the Green New Deal. ,"March 13, 2019",us,https://www.foxnews.com/science/birth-strike-founder-argues-future-too-frightening-for-her-to-have-children-climate-change
Former coal lobbyist Andrew Wheeler confirmed as new EPA administrator,"Democrats say border security is not a national emergency, while issues like climate change, opioid addiction and gun violence are.","March 2, 2019",us,https://www.foxnews.com/politics/former-coal-lobbyist-andrew-wheeler-confirmed-as-new-epa-administrator
"Despite Green New Deal push, climate change not a high priority for people in 2019","The Green New Deal is not going to become law as it is currently written, but its immediate impact is inarguable: Washington is talking about climate change.","February 28, 2019",us,https://www.foxnews.com/politics/despite-green-new-deal-push-climate-change-not-a-high-priority-for-people-in-2019
Green New Deal rollout rattles both sides of climate change debate,"The party of aspiring socialists once referred to as the Democrats have a new plan to kill jobs, capitalism, air travel, and freedom so it’s no shock they had their chief dim bulb unveil it. ","February 23, 2019",us,https://www.foxnews.com/politics/even-moderates-skeptical-of-green-new-deals-climate-change-recommendations
Democrats call climate a national emergency while ripping Trump’s border wall declaration,Climatedepot.com executive editor Marc Morano says that the Green New Deal is an environmentalist wish list from the past 40 years. ,"February 22, 2019",us,https://www.foxnews.com/politics/democrats-could-use-national-emergency-declaration-for-climate-gun-control
"Schumer fumes over McConnell plan to bring Green New Deal to vote, calls it ‘cynical ploy’","Climate Hawks Vote co-founder Brad Johnson and Texas Rep. Michael Burgess on the cost of Ocasio-Cortez's Green New Deal.
","February 20, 2019",us,https://www.foxnews.com/politics/schumer-fumes-over-mcconnell-plan-to-bring-green-new-deal-to-vote-calls-it-cynical-ploy
"The Green New Deal is already a success, America – Here's why I support it",Polar vortex reminds us that energy matters - and Dems don't care.,"February 14, 2019",us,https://www.foxnews.com/opinion/the-green-new-deal-is-already-a-success-america-heres-why-i-support-it
"Alexandria Ocasio-Cortez calls Green New Deal a 'life and death' issue, attacks GOP on climate change","The Greens have a problem: their doomsday scare stories are not galvanizing voters to action and extreme environmental rules and regulations come across as, frankly ridiculous. ","February 13, 2019",us,https://www.foxnews.com/politics/alexandria-ocasio-cortez-calls-green-new-deal-a-life-and-death-issue-attacks-gop-on-climate-change
Tucker Carlson: Dems pushing the Green New Deal haven't learned anything about it. Energy matters,"U.S. Capitol Police told Fox News 138 people were arrested Monday during demonstrations by Green New Deal supporters at the Capitol Hill office of House Speaker-designate Nancy Pelosi, D-Calif.","February 7, 2019",us,https://www.foxnews.com/opinion/tucker-carlson-dems-pushing-the-green-new-deal-havent-learned-anything-about-it-energy-matters
"Trump warns Midwest about frigid temps,  asks global warming to 'please come back fast'",Does Ms. Ocasio-Cortez really want to impose a near-tripling of electricity costs on Americans?,"February 1, 2019",us,https://www.foxnews.com/us/trump-warns-midwest-of-freezing-temperatures-asks-global-warming-come-back-fast-we-need-you
Chair of Democrats' new climate-change committee invested in big polluters,"Kelsey Grammer and wife Kayte don't quite buy into the Fourth National Climate Assessment, which the group says could cause ""growing losses to American infrastructure and property"" and impede the ""rate of economic growth"" in the United States.","January 21, 2019",us,https://www.foxnews.com/politics/head-of-house-dems-new-climate-change-committee-invested-tens-of-thousands-in-big-polluters
California is first state to mandate zero-emission bus fleet,Researchers are looking to manage the way water flows in and out of New Orleans in an effort to manage the rate at which the city is sinking. It sinks 6-8 mm a year.,"December 17, 2018",us,https://www.foxnews.com/us/california-is-first-state-to-mandate-zero-emission-bus-fleet
More than 130 arrested at Pelosi's Capitol Hill office amid environmental-activist demonstration,Former Vice President Al Gore accused the Trump administration of trying to “bury’ a damning government report that linked global warming to the worsening of natural disasters by quietly releasing the study on Friday.,"December 16, 2018",us,https://www.foxnews.com/politics/environmental-activists-arrested-pelosi-capitol-hill-office
France protests and the 'yellow vests’ deep anger reveal the hypocrisy at the heart of the green agenda,Two new studies show how humans made recent hurricanes even wetter but in different ways.,"December 10, 2018",us,https://www.foxnews.com/opinion/france-protests-and-the-yellow-vests-deep-anger-reveal-the-hypocrisy-at-the-heart-of-the-green-agenda
"Carbon dioxide emissions rise in 2018, scientists say","Moments after arriving on Capitol Hill for freshman orientation, Rep.-elect Alexandria Ocasio-Cortez, D-N.Y., went to the office of House Minority Leader Nancy Pelosi, D-Calif.","December 8, 2018",us,https://www.foxnews.com/science/carbon-dioxide-emissions-rise-in-2018-scientists-say
"Kelsey Grammer, wife Kayte think climate change is exaggerated","Both nature and humans share blame for California's devastating wildfires, but forest management did not play a major role, despite President Donald Trump's claims, fire scientists say.","December 5, 2018",us,https://www.foxnews.com/entertainment/kelsey-grammer-wife-kayte-think-climate-change-is-a-hoax
AP FACT CHECK: 11 Trump climate goofs and 1 correct claim,Sheriff's investigators have begun the agonizing task of scouring through the wreckage of California's most destructive fire on record in search of the dead.,"December 3, 2018",us,https://www.foxnews.com/us/ap-fact-check-11-trump-climate-goofs-and-1-correct-claim
New Orleans looks underground as parts of city slowly sink,"Dr. Patrick Michaels, director of the Center for the Study of Science at the Cato Institute, provides insight into the debate over climate change and the political games played to create policy.
","December 1, 2018",us,https://www.foxnews.com/science/new-orleans-looks-underground-as-parts-of-city-slowly-sink
Al Gore blasts Trump for 'burying' climate report by releasing it on Black Friday,"President Trump on Monday once again backed off his previous claim that climate change is a hoax, but would not say whether or not he believed it was a manmade problem.","November 28, 2018",us,https://www.foxnews.com/politics/al-gore-blasts-trump-for-burying-climate-report-by-releasing-it-on-black-friday
"Climate report warns of grim economic consequences, worsening weather disasters in US","They lived for two years and 20 minutes under the glass of a miniature Earth, complete with an ocean, rain forest, desert, grasslands and mangroves.","November 25, 2018",us,https://www.foxnews.com/politics/climate-report-warns-of-grim-economic-consequences-more-weather-disasters-in-us
Houston skyscrapers may have worsened Hurricane Harvey rain,"Moist air, warm waters in the Gulf of Mexico, and ideal wind patterns turbocharged Hurricane Michael in the hours before it smacked Florida's Panhandle.","November 23, 2018",us,https://www.foxnews.com/us/houston-skyscrapers-may-have-worsened-hurricane-harvey-rain
Ocasio-Cortez joins climate change protesters outside Pelosi’s office during first day on Capitol Hill,"Earth is on track to face devastating consequences of climate change – extreme drought, food shortages and deadly flooding – unless there’s an “unprecedented” effort made to reduce greenhouse gas emissions by 2030, a new United Nations report warns.","November 14, 2018",us,https://www.foxnews.com/politics/ocasio-cortez-joins-climate-change-protesters-outside-pelosis-office-during-first-day-on-capitol-hill
"Scientists: Wind, drought worsen fires, not bad management","The Atlantic's warmer waters triggered the unusual number of major hurricanes last year, according to a new study that predicts the region could see a couple of extra whopper storms each year by the end of the century.","November 13, 2018",us,https://www.foxnews.com/us/scientists-wind-drought-worsen-fires-not-bad-management
"Death toll rises in California wildfire, matching deadliest","Hurricane Florence was the nation's second rainiest storm in 70 years, a top rainfall meteorologist calculated.","November 13, 2018",us,https://www.foxnews.com/us/death-toll-rises-in-california-wildfire-matching-deadliest
Trump hedges on climate change denial in wake of Hurricane Michael; says 'there is something there',"It's about the water, not the wind, with Hurricane Florence making an extended stay along the North Carolina coast.","October 21, 2018",us,https://www.foxnews.com/politics/trump-hedges-on-climate-change-denial-in-wake-of-hurricane-michael-says-there-is-something-there
Biosphere 2 legacy lives on more than quarter century later,Scientists say a warmer world makes for nastier hurricanes.,"October 15, 2018",us,https://www.foxnews.com/us/biosphere-2-legacy-lives-on-more-than-quarter-century-later
"Fast, furious: How Michael grew into a 155 mph monster",Actor Harrison Ford has urged voters to “stop giving power to people who don’t believe in science” in a speech at the Global Climate Action Summit on Thursday. ,"October 12, 2018",us,https://www.foxnews.com/us/fast-furious-how-michael-grew-into-a-155-mph-monster
Terrifying climate change warning: 12 years until we’re doomed,"Time is running short to get out of the way of Hurricane Florence, a monster of a storm that has a region of more than 10 million people in its potentially devastating sights.","October 10, 2018",us,https://www.foxnews.com/science/terrifying-climate-change-warning-12-years-until-were-doomed
"Warm waters boosted 2017's major hurricane tally, study says","Even after Hurricane Florence passes, the low-lying barrier islands off the coast of North and South Carolina won't be out of danger.","October 8, 2018",us,https://www.foxnews.com/us/warm-waters-boosted-2017s-major-hurricane-tally-study-says
"Florence is nation's second wettest storm, behind Harvey",California Gov. Jerry Brown put his signature on two pieces of legislation over weekend that effectively ban the construction of any new offshore oil and gas pipelines in the state’s waters and thwart a Trump plan to open nearly 1.7 billion acres of coastal waters to drilling.,"September 27, 2018",us,https://www.foxnews.com/us/florence-is-nations-second-wettest-storm-behind-harvey
Scientists: World's warming; expect more intense hurricanes,To whip up a monstrous storm like the one chugging for the Carolinas you need a handful of ingredients — and Florence has them all.,"September 25, 2018",us,https://www.foxnews.com/us/scientists-worlds-warming-expect-more-intense-hurricanes
"WHAT'S HAPPENING: Tree falling in Florence kills mom, baby","As Hurricane Florence churns toward the East Coast with catastrophic power, the storm has become a reminder of how vulnerable North Carolina's coast is.","September 15, 2018",us,https://www.foxnews.com/us/whats-happening-tree-falling-in-florence-kills-mom-baby
A warmer world makes hurricanes wetter and more intense,"Hurricane Florence, the monstrous storm chugging for the Carolinas, has all the ingredients needed to make experts worry.","September 14, 2018",us,https://www.foxnews.com/us/a-warmer-world-makes-hurricanes-wetter-and-more-intense
Harrison Ford urges voters to 'stop giving power to people who don't believe in science',The mayors of Paris and Los Angeles met Tuesday ahead of a global climate summit to memorialize the victims of the 9/11 attacks on the U.S. and to talk about the commonalities between the two cities in an increasingly divided world.,"September 14, 2018",us,https://www.foxnews.com/entertainment/harrison-ford-urges-voters-to-stop-giving-power-to-people-who-dont-believe-in-science
"'Threat becomes reality': Florence begins days of rain, wind","As Hurricane Florence churns toward the East Coast with catastrophic power, the storm has become a reminder of how vulnerable North Carolina's coast is.","September 14, 2018",us,https://www.foxnews.com/us/threat-becomes-reality-florence-begins-days-of-rain-wind
"After Florence, barrier islands still doomed by rising sea","Wildfires in the U.S. have charred more than 10,000 square miles so far this year, an area larger than the state of Maryland, with large fires still burning in every Western state including many that are not fully contained.","September 13, 2018",us,https://www.foxnews.com/us/after-florence-barrier-islands-still-doomed-by-rising-sea
California vs. Trump: New state laws take on climate change and White House energy agenda,Hurricanes seldom get close to Hawaii and it's even rarer for one of the islands to take a direct hit.,"September 13, 2018",us,https://www.foxnews.com/politics/california-vs-trump-new-state-laws-take-on-climate-change-and-white-house-energy-agenda
'Not a pretty sight': Hurricane Florence has experts worried,The Trump administration announced new plans Tuesday to roll back and replace Obama-era regulations on emissions from coal-fired power plants – a move praised by the coal industry as a job saver but panned by critics as a green-light to polluters. ,"September 12, 2018",us,https://www.foxnews.com/us/not-a-pretty-sight-hurricane-florence-has-experts-worried
AP Explains: Why North Carolina is vulnerable to hurricanes,"Climate change could be to blame for the collapse of bird populations in the desert along the Nevada-California border, scientists said.","September 12, 2018",us,https://www.foxnews.com/us/ap-explains-why-north-carolina-is-vulnerable-to-hurricanes
Hurricane Florence has ingredients that make experts worry,"As temperatures rise in the U.S. West, so do the flames.","September 12, 2018",us,https://www.foxnews.com/us/hurricane-florence-has-ingredients-that-make-experts-worry
"Los Angeles, Paris mayors talk climate, homeless, Olympics","Twin wildfires fueled by dry vegetation and hot, windy weather have continued to grow in Northern California.","September 11, 2018",us,https://www.foxnews.com/us/los-angeles-paris-mayors-talk-climate-homeless-olympics
AP Explains: Why North Carolina is vulnerable to hurricanes,A fire that destroyed neighborhoods in the Northern California city of Redding underscores a new reality in the state: Urban areas are increasingly vulnerable to wildfires.,"September 11, 2018",us,https://www.foxnews.com/us/ap-explains-why-north-carolina-is-vulnerable-to-hurricanes
"AP Explains: Driven by climate change, fire reshapes US West","When President Trump announced his plan to pull the United States out of the Paris Climate Accords in June 2017, the howling cries from left-wing environmentalists could be heard across the globe.","September 11, 2018",us,https://www.foxnews.com/us/ap-explains-driven-by-climate-change-fire-reshapes-us-west
"Science Says: Hawaii hurricanes rare, but getting less so","Heat waves are setting all-time temperature records across the globe, again.","September 3, 2018",us,https://www.foxnews.com/us/science-says-hawaii-hurricanes-rare-but-getting-less-so
Trump EPA overhauls Obama-era regulations for coal-fired power plants,"A California coastal city has become the latest municipality to ban plastic straws, enacting what is potentially the strictest plastic prohibition in the country.","August 23, 2018",us,https://www.foxnews.com/politics/trump-epa-overhauls-obama-era-regulations-for-coal-fired-power-plants
Study: Climate change possible cause of bird species decline,"Officials say California greenhouse gas emissions have fallen below 1990 levels, putting the state well on its way toward meeting long-term goals to fight climate change.","August 21, 2018",us,https://www.foxnews.com/us/study-climate-change-possible-cause-of-bird-species-decline
Science Says: Hotter weather turbocharges US West wildfires,"You don't just feel the heat of global warming, you can see it in action all around.","August 19, 2018",us,https://www.foxnews.com/us/science-says-hotter-weather-turbocharges-us-west-wildfires
Northern California blazes now largest in state history,"In a sweeping political resolution,","August 19, 2018",us,https://www.foxnews.com/us/northern-california-blazes-now-largest-in-state-history
"Experts say urban sprawl, climate change hike wildfire risk","Pope Francis told leading oil executives Saturday that the transition to less-polluting energy sources ""is a challenge of epochal proportions"" and warned that satisfying the world's energy needs ""must not destroy civilization.""

","August 7, 2018",us,https://www.foxnews.com/us/experts-say-urban-sprawl-climate-change-hike-wildfire-risk
"Science Says: Record heat, fires worsened by climate change","Tropical cyclones around the world are moving slightly slower over land and water, dumping more rain as they stall, just as Hurricane Harvey did last year, a new study found.","July 28, 2018",us,https://www.foxnews.com/us/science-says-record-heat-fires-worsened-by-climate-change
California city OKs jail time for defying plastic straw ban,"One year ago, on June 1, 2017, President Trump boldly and courageously announced that the United States would withdraw from the Paris Climate Agreement This was a historic moment that upheld the president’s campaign promise and demonstrated to the world that he puts the American people first.","July 28, 2018",us,https://www.foxnews.com/politics/california-city-oks-jail-time-for-defying-plastic-straw-ban
