title,abstract,date,section,url
"COP24, the New Round of Global Climate Talks, Has Begun. We Answer Three Key Questions.",Negotiators from nearly 200 countries are gathering in Poland over the next two weeks to try to put global climate negotiations back on track.,2018-12-04,Climate,https://www.nytimes.com/2018/12/04/climate/cop24-climate-conference-katowice.html
E.P.A. Will Ease Path to New Coal Plants,"The move will make it easier to build new coal plants in the United States, the latest signal that the federal government is embracing the industry.",2018-12-04,Climate,https://www.nytimes.com/2018/12/04/climate/epa-coal-carbon-capture.html
"Can We Grow More Food on Less Land? We’ll Have To, a New Study Finds","To make meaningful progress on climate change, cows and wheat fields will have to become radically more efficient.",2018-12-05,Climate,https://www.nytimes.com/2018/12/05/climate/agriculture-food-global-warming.html
Greenhouse Gas Emissions Accelerate Like a ‘Speeding Freight Train’ in 2018,"Accelerating emissions are putting the world on track to face some of the most severe consequences of global warming sooner than expected, scientists said.",2018-12-05,Climate,https://www.nytimes.com/2018/12/05/climate/greenhouse-gas-emissions-2018.html
How Global Warming Could Make Nature Less Diverse,Insects are already disappearing. Also in this week’s newsletter: the latest on drilling in the Arctic and Atlantic.,2018-12-05,Climate,https://www.nytimes.com/2018/12/05/climate/biodiversity-species-disappearing.html
Want to Name a New Frog? A Whiskered Mouse? An Orchid? Be the Highest Bidder,Auctioning off the rights to name a new species is a decades-old practice. Some scientists think it’s ethically questionable.,2018-12-06,Science,https://www.nytimes.com/2018/12/06/science/species-naming-auction-rainforest-trust.html
Trump Drilling Plan Threatens 9 Million Acres of Sage Grouse Habitat,"A plan to strip protections for the imperiled bird would open more land to drilling than any other step the administration has taken, experts said.",2018-12-06,Climate,https://www.nytimes.com/2018/12/06/climate/trump-sage-grouse-oil.html
Trump Rule Would Limit E.P.A.’s Control Over Water Pollution,"The Trump administration’s proposal would significantly weaken a major Obama-era regulation on clean water, according to a talking points memo.",2018-12-07,Climate,https://www.nytimes.com/2018/12/06/climate/trump-water-pollution-wotus-replacement.html
U.S.-China Friction Threatens to Undercut the Fight Against Climate Change,Distrust between the two biggest greenhouse gas emitters threatens to slow global action on climate change precisely at a time when the risks of climate catastrophe are rising.,2018-12-07,Climate,https://www.nytimes.com/2018/12/07/climate/us-china-climate-change.html
The Planet Has Seen Sudden Warming Before. It Wiped Out Almost Everything.,"In some ways, the planet's worst mass extinction — 250 million years ago, at the end of the Permian Period — may parallel climate change today. ",2018-12-07,Science,https://www.nytimes.com/2018/12/07/science/climate-change-mass-extinction.html
Scientists Find Some Hope for Coral Reefs: The Strong May Survive,"Global warming is ravaging coral, including at the Great Barrier Reef. But it may serve as “one enormous natural selection event,” a researcher said.",2018-12-10,Climate,https://www.nytimes.com/2018/12/10/climate/coral-reefs-natural-selection.html
"Trump Team Pushes Fossil Fuels at Climate Talks. Protests Erupt, but Allies Emerge, Too.","While the official United States stance brought scorn from environmentalists, there are signs that the administration is picking up some powerful allies.",2018-12-10,Climate,https://www.nytimes.com/2018/12/10/climate/katowice-climate-talks-cop24.html
Trump Prepares to Unveil a Vast Reworking of Clean Water Protections,The proposed new rule would chip away at wetlands safeguards put in place during the administration of President George H.W. Bush.,2018-12-11,Climate,https://www.nytimes.com/2018/12/10/climate/trump-clean-water-rollback.html
Warming in Arctic Raises Fears of a ‘Rapid Unraveling’ of the Region,"The Arctic has been warmer in the last five years than at any time since records began in 1900, a report from a United States scientific agency found.",2018-12-11,Climate,https://www.nytimes.com/2018/12/11/climate/arctic-warming.html
More Floods and More Droughts: Climate Change Delivers Both,"More records for both wet and dry weather are being set around the globe, according to a study published Wednesday.",2018-12-12,Climate,https://www.nytimes.com/2018/12/12/climate/climate-change-floods-droughts.html
"A Busy Week for Climate Scientists, and Climate Negotiators","We have a few highlights from two big climate meetings. Also, tips how to reduce your holiday food waste.",2018-12-12,Climate,https://www.nytimes.com/2018/12/12/climate/climate-fwd-agu-food-waste.html
America’s Most Hazardous Volcano Erupted This Year. Then It Erupted and Erupted.,A landmark study unspools a timeline of the most destructive eruption in recorded history of Hawaii’s Kilauea volcano.,2018-12-12,Science,https://www.nytimes.com/2018/12/12/science/kilauea-hawaii-volcano-eruption.html
The Oil Industry’s Covert Campaign to Rewrite American Car Emissions Rules,"Energy giants and conservative groups have been aggressively pushing Trump’s rollback of fuel efficiency rules for automobiles, a Times investigation found.",2018-12-13,Climate,https://www.nytimes.com/2018/12/13/climate/cafe-emissions-rollback-oil-industry.html
Two Workers Die at American Research Base in Antarctica,"Officials said two fire technicians died in an accident at a generator building near McMurdo Station, the main United States base on the continent.",2018-12-13,Climate,https://www.nytimes.com/2018/12/13/climate/antarctica-deaths.html
Trump’s NOAA Nominee Won’t Get Senate Vote This Year,"The White House will have to decide whether to renominate Barry Lee Myers, the chief executive of AccuWeather, next year.",2018-12-13,Climate,https://www.nytimes.com/2018/12/13/climate/senate-noaa-barry-myers.html
The Paris Accord Promised a Climate Solution. Here’s Where We Are Now.,"The world is not on track to meet its goals under the Paris climate agreement, even as warnings grow more dire. How did we get to this point?",2018-12-14,Climate,https://www.nytimes.com/2018/12/14/climate/paris-climate-future-poland.html
California Requires New City Buses to Be Electric by 2029,"California became the first state to mandate a full shift to electric buses in public transit, flexing its muscle as an environmental regulator.",2018-12-15,Climate,https://www.nytimes.com/2018/12/14/climate/california-electric-buses.html
Climate Negotiators Reach an Overtime Deal to Keep Paris Pact Alive ,"The deal puts in place detailed implementation rules, but analysts said it was now up to individual countries to honor their commitments. ",2018-12-15,Climate,https://www.nytimes.com/2018/12/15/climate/cop24-katowice-climate-summit.html
Zinke’s Likely Successor Is a Former Oil Lobbyist Who Has Influenced Trump’s Energy Policy ,"With the Interior secretary's departure, the agency will likely be run for a time by David Bernhardt, a man who has played a central role in opening up public lands to drilling and mining.",2018-12-16,Climate,https://www.nytimes.com/2018/12/15/climate/zinke-interior-successor-bernhardt.html
"The Earth’s Shell Has Cracked, and We’re Drifting on the Pieces ",Plate tectonics helped make our planet stable and habitable. But the slow shifting of continents is still a mysterious process. ,2018-12-18,Science,https://www.nytimes.com/2018/12/18/science/plate-tectonics-continents-earth.html
"How to Tune Up Your Heating System This Winter, and Other Climate News","Furnaces and boilers often waste energy because they tend to be old and poorly maintained. We have some tips, and the big climate stories of the week.",2018-12-19,Climate,https://www.nytimes.com/2018/12/19/climate/climate-newsletter-home-heating.html
Interior Dept. Moves Toward Selling Oil Leases in Arctic Refuge,"A draft report issued Thursday is a key step toward allowing drilling in the pristine Arctic National Wildlife Refuge in Alaska, potentially ending decades of protections.",2018-12-20,Climate,https://www.nytimes.com/2018/12/20/climate/alaska-anwr-oil-drilling-proposal.html
"Climate Team, and Its Boss, Just Got Harder to Find at Top Health Agency",The Centers for Disease Control and Prevention said that it had folded its Climate and Health Program into a branch that studies asthma.,2018-12-20,Climate,https://www.nytimes.com/2018/12/20/climate/cdc-climate-change.html
Our Favorite Climate Stories You Might Have Missed in 2018,We asked reporters and editors to share their favorite articles they worked on this year. Here are some stories behind the stories.,2018-12-26,Climate,https://www.nytimes.com/2018/12/26/climate/climate-fwd-2018-favorites.html
How to Recycle Your Christmas Tree,"You don’t want your tree to end up in a landfill. Let it have a second life as compost, a barrier for erosion or food for goats. ",2018-12-28,Science,https://www.nytimes.com/2018/12/28/science/christmas-tree-disposal-recycling.html
New E.P.A. Plan Could Free Coal Plants to Release More Mercury Into the Air,The proposal could set a precedent reaching far beyond mercury rules and would represent a victory for the coal industry.,2018-12-28,Climate,https://www.nytimes.com/2018/12/28/climate/mercury-coal-pollution-regulations.html
A Rising Threat to Wildlife: Electrocution,"Power lines and electrified fences are killing birds, monkeys, pangolins and even elephants in surprising numbers. ",2019-01-01,Science,https://www.nytimes.com/2019/01/01/science/wildlife-electrocution.html
An Easy New Year’s Resolution: Help the Earth by Consuming Less,"Also this week, the latest on the government shutdown and Democrats’ plans to address climate change.",2019-01-02,Climate,https://www.nytimes.com/2019/01/02/climate/climate-fwd-new-years-resolutions.html
A Trump County Confronts the Administration Amid a Rash of Child Cancers,Parents in Indiana are demanding the clean-up of a toxic site and questioning environmental rollbacks that could prevent future chemical disasters like the one they face. ,2019-01-02,Climate,https://www.nytimes.com/2019/01/02/climate/tce-cancer-trump-environment-deregulation.html
Free Trees? Many Detroit Residents Say No Thanks ,"It’s not that residents don’t like trees, a recent study found. They just don’t quite trust the city to take care of them.",2019-01-07,Science,https://www.nytimes.com/2019/01/07/science/detroit-trees-health.html
Watch Scientists Brew Their Own Lava,"In controlled experiments, high-speed cameras caught video of explosions that occur when water hits hot liquid rock.",2019-01-08,Science,https://www.nytimes.com/2019/01/08/science/volcanos-explosions-lava.html
U.S. Carbon Emissions Surged in 2018 Even as Coal Plants Closed,"America’s carbon dioxide emissions rose by 3.4 percent in 2018, the biggest increase in eight years.",2019-01-08,Climate,https://www.nytimes.com/2019/01/08/climate/greenhouse-gas-emissions-increase.html
Round and Round We Go,"More setbacks on carbon emissions and more back-and-forth in the courts. But, you can help the environment with a quick spin.",2019-01-09,Climate,https://www.nytimes.com/2019/01/09/climate/climate-fwd-revolving-doors.html
Shutdown Means E.P.A. Pollution Inspectors Aren’t on the Job,The E.P.A.'s shutdown furlough of most inspection personnel has halted one of the government’s most important public health activities.,2019-01-10,Climate,https://www.nytimes.com/2019/01/09/climate/epa-pollution-inspection-shutdown.html
"Ocean Warming Is Accelerating Faster Than Thought, New Research Finds","An analysis concluded that Earth’s oceans are heating up 40 percent faster on average than a United Nations panel estimated five years ago, a finding with dire implications for climate change.",2019-01-10,Climate,https://www.nytimes.com/2019/01/10/climate/ocean-warming-climate-change.html
"Clean, Abundant Energy: Fusion Dreams Never End","In theory, hydrogen fusion may power the future. But there are substantial scientific hurdles yet to overcome. ",2019-01-11,Science,https://www.nytimes.com/2019/01/11/science/fusion-energy-iter.html
Rise of the Golden Jackal,"A species that was barely known in Europe now vastly outnumbers wolves there, and is rapidly spreading north and west. ",2019-01-14,Science,https://www.nytimes.com/2019/01/14/science/golden-jackals-europe.html
Here’s How the Shutdown Is Delaying Climate Data and Undercutting Scientists,"A key global temperature report isn’t coming out this week because of missing data, and some long-term research projects are at risk.",2019-01-15,Climate,https://www.nytimes.com/2019/01/15/climate/government-shutdown-climate-change.html
"Andrew Wheeler, at E.P.A. Confirmation Hearing, Walks a Fine Line on Climate Change",The former coal lobbyist took the stand before a Senate panel to make his case for leading the E.P.A. and steering President Trump’s agenda of rolling back environmental rules.,2019-01-16,Climate,https://www.nytimes.com/2019/01/16/climate/wheeler-senate-epa-confirmation-hearing.html
Global Warming Is Helping to Wipe Out Coffee in the Wild,"Researchers found that more than half of all species could vanish from the wild, and the implications for coffee’s survival in the era of climate change are huge.",2019-01-16,Climate,https://www.nytimes.com/2019/01/16/climate/climate-change-coffee.html
Could a Future President Declare a Climate Emergency?,Also this week: How much hot water are you in?,2019-01-16,Climate,https://www.nytimes.com/2019/01/16/climate/climate-national-emergency-hot-water.html
"New Diet Guidelines to Benefit People and the Planet: More Greens for All, Less Meat for Some","A report in the medical journal The Lancet recommends cutting food waste and consumption of red meat, especially among people who eat a lot of it.",2019-01-17,Climate,https://www.nytimes.com/2019/01/16/climate/meat-environment-climate-change.html
Romeo the Frog Finds His Juliet. Their Courtship May Save a Species.,"The lonely male in a Bolivian museum was thought to be the last Sehuencas water frog, but an expedition has found him a potential mate. ",2019-01-17,Science,https://www.nytimes.com/2019/01/17/science/romeo-loneliest-frog-mate.html
Brace for the Polar Vortex; It May Be Visiting More Often,"A researcher says that as the climate changes, “winter is shortening, but you’re getting these more intensive periods in that shorter winter.”",2019-01-18,Climate,https://www.nytimes.com/2019/01/18/climate/polar-vortex-2019.html
"Greenland’s Melting Ice Nears a ‘Tipping Point,’ Scientists Say","With the Arctic warming rapidly, ice loss in Greenland is accelerating and may soon be a major factor in rising sea levels, according to a new study.",2019-01-21,Climate,https://www.nytimes.com/2019/01/21/climate/greenland-ice.html
"Oceans Are Getting Louder, Posing Potential Threats to Marine Life","Increasing ship traffic, sonar and seismic air gun blasts now planned for offshore energy exploration may be disrupting migration, reproduction and even the chatter of the seas’ creatures.",2019-01-22,Science,https://www.nytimes.com/2019/01/22/science/oceans-whales-noise-offshore-drilling.html
Global Warming Concerns Rise Among Americans in New Poll,"“I’ve never seen jumps in some of the key indicators like this,” the lead researcher said.",2019-01-22,Climate,https://www.nytimes.com/2019/01/22/climate/americans-global-warming-poll.html
"Where Sloths Find These Branches, Their Family Trees Expand","A study showed that when some animals find a crucial resource, they can survive in changing environments and even thrive.",2019-01-22,Science,https://www.nytimes.com/2019/01/22/science/sloths-diet-trees.html
"As Climate Warms, Plants Will Absorb Less CO₂, Study Finds","Plants and soil absorb carbon dioxide, which helps mitigate climate change. But global warming will degrade that ability, scientists say.",2019-01-23,Climate,https://www.nytimes.com/2019/01/23/climate/plants-co2-climate-change.html
Get Ready for the Cold,Also this week: 72 percent of Americans say climate change is important.,2019-01-23,Climate,https://www.nytimes.com/2019/01/23/climate/climate-fwd-weatherize-your-home.html
Why a Border Wall Could Mean Trouble for Wildlife,"If the Trump administration extends the wall at the southern border, it could degrade important habitats for animals and plants, even birds and insects.",2019-01-24,Climate,https://www.nytimes.com/2019/01/24/climate/border-wall-wildlife.html
"China’s Coal Plants Haven’t Cut Methane Emissions as Required, Study Finds","China in 2010 promised to curb methane emissions. In the first five years, it failed to keep its promise, according to new research based on satellite data.",2019-01-29,Climate,https://www.nytimes.com/2019/01/29/climate/china-coal-climate-change.html
"U.S. Midwest Freezes, Australia Burns: This Is the Age of Weather Extremes",Numbing cold hit parts of the United States as wildfires raged in Australia’s record-breaking heat. Here's the climate change connection.,2019-01-30,Climate,https://www.nytimes.com/2019/01/29/climate/global-warming-extreme-weather.html
Scientists Single Out a Suspect in Starfish Carnage: Warming Oceans,A new study sheds light on a huge die-off of starfish along the Pacific Coast from Mexico to Alaska.,2019-01-30,Climate,https://www.nytimes.com/2019/01/30/climate/starfish-global-warming.html
How Cold Weather and Climate Change Are Connected,Also this week: A good reason to call your cable company.,2019-01-30,Climate,https://www.nytimes.com/2019/01/30/climate/climate-fwd-cold-weather-dvr.html
You Flushed the Toilet. They Made Some Bricks.,"Converting biosolids into building materials could keep a lot of leftovers of the waste process out of landfills, and provide other environmental benefits, too.",2019-02-01,Science,https://www.nytimes.com/2019/01/31/science/bricks-recycled-bodily-waste.html
The North Magnetic Pole’s Mysterious Journey Across the Arctic,"Scientists accelerated the update of a model of Earth’s fluctuating magnetic field, which is needed to keep navigational systems functioning. Many wondered what’s happening inside the planet’s core.",2019-02-04,Science,https://www.nytimes.com/2019/02/04/science/north-magnetic-pole-model.html
"Trump Chooses David Bernhardt, a Former Oil Lobbyist, to Head the Interior Dept.","While Ryan Zinke, the former interior secretary who left office in January, announced historic rollbacks of public-land protections, Mr. Bernhardt developed the plans behind the scenes.",2019-02-04,Climate,https://www.nytimes.com/2019/02/04/climate/david-bernhardt-interior-zinke.html
"Climate Wasn’t in Trump’s Speech, but It Was Topic A in Congress the Next Day","In this week’s newsletter: House committees held their first hearings in years on global warming, but the question is whether any climate legislation will have a real shot.",2019-02-06,Climate,https://www.nytimes.com/2019/02/06/climate/congress-climate-hearings.html
"Liberal Democrats Formally Call for a ‘Green New Deal,’ Giving Substance to a Rallying Cry",House Democrats introduced a resolution calling for a sweeping environmental and economic mobilization that would make the United States carbon neutral by 2030.,2019-02-07,Climate,https://www.nytimes.com/2019/02/07/climate/green-new-deal.html
"Tests for Oil in Arctic Refuge Won’t Happen This Winter, Officials Say",The decision to delay seismic testing in the Arctic National Wildlife Refuge in Alaska signals at least a temporary victory for groups that oppose oil exploration there.,2019-02-07,Climate,https://www.nytimes.com/2019/02/07/climate/seismic-testing-anwr-alaska.html
"A ‘Green New Deal’ Is Far From Reality, but Climate Action Is Picking Up in the States","The midterm elections brought in a new wave of governors with aggressive plans to cut emissions and expand low-carbon energy. Now, those plans are being implemented.",2019-02-08,Climate,https://www.nytimes.com/2019/02/08/climate/states-global-warming.html
Aboriginal Hunters’ Fires Help Restore an Australian Desert,A study of how the Martu shaped their land presents an example where humans seem to benefit an environment perceived as wilderness.,2019-02-08,Science,https://www.nytimes.com/2019/02/08/science/australia-aboriginal-fires-martu.html
"Ocasio-Cortez Team Flubs a Green New Deal Summary, and Republicans Pounce","An FAQ document, which referred to provisions that did not appear in the initial proposal, was published by mistake, an aide said.",2019-02-11,Climate,https://www.nytimes.com/2019/02/11/climate/green-new-deal-faq.html
Top Leader at Interior Dept. Pushes a Policy Favoring His Former Client,"David Bernhardt, the agency’s acting chief, wants to roll back endangered-species protections on a tiny fish, a change that benefits few outside a California group he once represented as a lobbyist.",2019-02-12,Climate,https://www.nytimes.com/2019/02/12/climate/david-bernhardt-endangered-species.html
Senate Passes a Sweeping Land Conservation Bill,"Years in the works, the measure designates more than a million acres of wilderness for environmental protection and permanently reauthorizes a federal program to pay for conservation.",2019-02-12,Climate,https://www.nytimes.com/2019/02/12/climate/senate-conservation-bill.html
"Roses Are Red, but Could They Be Greener?","Also this week: Updates on the ‘Green New Deal,’ and a climate science pioneer is honored.",2019-02-13,Climate,https://www.nytimes.com/2019/02/13/climate/valentines-day-roses-environment.html
E.P.A. Will Study Limits on Cancer-Linked Chemicals. Critics Say the Plan Delays Action.,"The agency said it will start work by year's end on a plan to address limits on the chemicals, known as PFAS, which are commonly used in cookware, pizza boxes, stain repellants and fire retardants. ",2019-02-14,Climate,https://www.nytimes.com/2019/02/14/climate/epa-chemical-plan-pfas.html
"Becoming Greta: ‘Invisible Girl’ to Global Climate Activist, With Bumps Along the Way",A Swedish girl’s solitary act of civil disobedience has turned her into a symbol for climate action. But her path hasn’t been easy.,2019-02-18,Climate,https://www.nytimes.com/2019/02/18/climate/greta-thunburg.html
White House Climate Panel to Include a Climate Denialist,"The Pentagon and federal intelligence agencies have said that climate change is a threat. Now, the White House is planning a panel to study whether that is true. ",2019-02-20,Climate,https://www.nytimes.com/2019/02/20/climate/climate-national-security-threat.html
Meat Is a Big Climate Issue. What About Dairy?,Also this week: We talk with the hosts of a podcast that’s equal parts comedy and climate.,2019-02-20,Climate,https://www.nytimes.com/2019/02/20/climate/climate-fwd-dairy-substitutes.html
The World’s Largest Bee Is Not Extinct,An expedition of conservationists found a living Wallace’s Giant Bee on remote islands in Indonesia. It hadn’t been seen since 1981.,2019-02-21,Science,https://www.nytimes.com/2019/02/21/science/giant-bee-wallace.html
"What Is the Green New Deal? A Climate Proposal, Explained","If you’ve heard a lot recently about the Green New Deal but still aren’t quite sure what it is, we’re here to help.",2019-02-21,Climate,https://www.nytimes.com/2019/02/21/climate/green-new-deal-questions-answers.html
"Trump Administration, Getting Set for a Major Rollback, Ends Clean Air Talks With California",The administration said it had decided to scrap negotiations over the president’s plan to undo Obama-era fuel efficiency standards.,2019-02-21,Climate,https://www.nytimes.com/2019/02/21/climate/california-tailpipe-emissions.html
"Dianne Feinstein Lectures Children Who Want Green New Deal, Portraying It as Untenable","“You know better than I do, so I think one day you should run for the Senate,” the senator told a young woman who confronted her Friday.",2019-02-23,Climate,https://www.nytimes.com/2019/02/22/climate/feinstein-sunrise-green-new-deal.html
"Humpback Whale Washes Ashore in Amazon River, Baffling Scientists in Brazil","The young humpback was found on an island near the mouth of the river, about 4,000 miles from Antarctica, where they usually feed this time of the year.",2019-02-25,Science,https://www.nytimes.com/2019/02/25/science/humpback-whales-amazon.html
"Extreme Weather Can Feel ‘Normal’ After Just a Few Years, Study Finds","Extreme temperatures occur more frequently in a changing climate, but once you get used to them, they're not as remarkable, researchers found.",2019-02-26,Climate,https://www.nytimes.com/2019/02/26/climate/what-is-extreme-weather.html
"In Show of Bipartisanship, House Approves a Sweeping Land Conservation Bill","The measure, which has passed the Senate and now goes to President Trump, is the first significant land conservation bill in years.",2019-02-26,Climate,https://www.nytimes.com/2019/02/26/climate/public-lands-conservation.html
"How to Follow Marie Kondo’s Method, Sustainably","Also this week: The latest on the Green New Deal, and a new recipe in the kitchen.",2019-02-27,Climate,https://www.nytimes.com/2019/02/27/climate/marie-kondo-recycling.html
"With Climate Science on the March, an Isolated Trump Hunkers Down","New efforts by President Trump and his staff to undermine climate science have created a widening rift with government agencies, other countries and leaders in his own party.",2019-02-28,Climate,https://www.nytimes.com/2019/02/28/climate/trump-climate-science.html
"Andrew Wheeler, Who Continued Environmental Rollbacks, Is Confirmed to Lead E.P.A.","Senators formally handed oversight of the nation’s air and water to a former coal lobbyist with the same enthusiasm for deregulation as his predecessor, Scott Pruitt.",2019-02-28,Climate,https://www.nytimes.com/2019/02/28/climate/andrew-wheeler-epa-confirmation.html
"The World Is Losing Fish to Eat as Oceans Warm, Study Finds","Fish populations are declining as oceans warm, putting a key source of food and income at risk for millions of people, according to new research.",2019-02-28,Climate,https://www.nytimes.com/2019/02/28/climate/fish-climate-change.html
How the Icefish Got Its Transparent Blood and See-Through Skull,Research shows how the Antarctic blackfin icefish differs from its close relatives on the genetic level.,2019-02-28,Science,https://www.nytimes.com/2019/02/28/science/antarctic-blackfin-icefish-genome.html
How the Weather Gets Weaponized in Climate Change Messaging,Both climate advocates and deniers of global warming are increasingly using bouts of extreme weather to support their positions.,2019-03-01,Climate,https://www.nytimes.com/2019/03/01/climate/weather-climate-change.html
Ocean Heat Waves Are Threatening Marine Life,"Scientists say the heat waves are becoming more common and longer, and are killing off the species that underpin many marine ecosystems.",2019-03-04,Climate,https://www.nytimes.com/2019/03/04/climate/marine-heat-waves.html
Massacre of Children in Peru Might Have Been a Sacrifice to Stop Bad Weather,Nearly 140 child skeletons were revealed at the site last year. And now researchers say it may have been a response to an El Niño event.,2019-03-06,Science,https://www.nytimes.com/2019/03/06/science/peru-child-sacrifice.html
Who Will Be the 2020 Climate Candidate? There Are Lots of Choices,Also this week: We’re getting ready to live without plastic packaging. How hard could it be?,2019-03-06,Climate,https://www.nytimes.com/2019/03/06/climate/inslee-2020-candidates-climate.html
"Watch Video of Type D Killer Whales, Rarely Seen by Humans","Scientists have collected skin samples from the unusual orcas, which could help determine whether they are a distinct cetacean species.",2019-03-07,Science,https://www.nytimes.com/2019/03/07/science/type-d-killer-whale.html
No One Is Taking Your Hamburgers. But Would It Even Be a Good Idea?,"No, the Green New Deal doesn’t ban beef. And while cutting back on burgers can help your own health and the planet’s, getting rid of cows entirely is another question.",2019-03-08,Climate,https://www.nytimes.com/2019/03/08/climate/hamburgers-cows-green-new-deal.html
NASA Prioritizes Moon Landings Under Trump Budget Proposal,"The agency would get $600 million for infrastructure and research in support of lunar missions, but astronauts won’t return until 2028 at the earliest.",2019-03-11,Science,https://www.nytimes.com/2019/03/11/science/nasa-budget-moon.html
"In Space, No One Can Hear Your Teeth Chatter",The void between galaxies is unfathomably cold.,2019-03-12,Science,https://www.nytimes.com/2019/03/12/science/temperature-space.html
"Tiny Costa Rica Has a Green New Deal, Too. It Matters for the Whole Planet.","Costa Rica's first lady is leading a green new deal of sorts for her country. If it succeeds, it would provide a road map to others. ",2019-03-12,Climate,https://www.nytimes.com/2019/03/12/climate/costa-rica-climate-change.html
How to Avoid Plastic at the Grocery Store,"Also this week: Costa Rica’s big green ambition, and the latest in geoengineering research.",2019-03-13,Climate,https://www.nytimes.com/2019/03/13/climate/plastic-free-grocery-shopping.html
Pictures From Youth Climate Strikes Around the World,Children and young adults around the world skipped school en masse Friday to demand action on climate change.,2019-03-15,Climate,https://www.nytimes.com/2019/03/15/climate/climate-school-strikes.html
This Songbird Is Nearly Extinct in the Wild. An International Treaty Could Help Save It — but Won’t.,"Over a quarter of the species threatened by commercial trade are not protected by Cites, the global agreement intended to save them.",2019-03-15,Science,https://www.nytimes.com/2019/03/15/science/endangered-species-cites.html
"Trump Administration Loosens Sage Grouse Protections, Benefiting Oil Companies",The plan would strip away protections for the imperiled bird on nearly nine million acres of energy-rich land in the West.,2019-03-15,Climate,https://www.nytimes.com/2019/03/15/climate/trump-sage-grouse.html
"E.P.A., Scaling Back Proposed Ban, Plans Limits on Deadly Chemical in Paint Strippers","The rule, which scales back a ban proposed under President Barack Obama, would prohibit the consumer use of products containing methylene chloride but allow commercial use.",2019-03-15,Climate,https://www.nytimes.com/2019/03/15/climate/epa-paint-stripper-methylene-chloride.html
Honey as a Pollution Detector? It’s a Sweet Idea,"Beehives and their contents are a sensitive detector of lead emissions, a study of Canadian urban apiaries showed.",2019-03-18,Science,https://www.nytimes.com/2019/03/18/science/honey-beehives-pollution-lead.html
"Amid 19-Year Drought, States Sign Deal to Conserve Colorado River Water","Seven states, including California and Arizona, agreed to voluntarily cut their water use. But as the climate warms, any victory may be short-lived.",2019-03-19,Climate,https://www.nytimes.com/2019/03/19/climate/colorado-river-water.html
"Obama-Era Oil Leases Broke the Law by Not Assessing Climate Impact, Judge Rules",The decision could present a threat to President Trump’s agenda to quickly expand oil and gas drilling by offering opponents a roadmap to legal challenges. ,2019-03-20,Climate,https://www.nytimes.com/2019/03/20/climate/wyoming-climate-change-drilling-interior.html
Want to Use Less Plastic? Our Readers Have Ideas,Also this week: A student in Hawaii brings the climate protests to his hometown.,2019-03-20,Climate,https://www.nytimes.com/2019/03/20/climate/climate-fwd-protests-plastic.html
The Fight to Tame a Swelling River With Dams That May Be Outmatched by Climate Change,"Along the Missouri, John Remus controls a network of dams that dictates the fate of millions. ‘It was not designed to handle this.’",2019-03-21,Climate,https://www.nytimes.com/2019/03/21/climate/missouri-river-flooding-dams-climate.html
"25 States Are at Risk of Serious Flooding This Spring, U.S. Forecast Says","With flooding already reaching historic levels in parts of the United States, federal scientists warn to expect more in the coming months.",2019-03-21,Climate,https://www.nytimes.com/2019/03/21/climate/climate-change-flooding.html
What Makes a Catastrophic Flood? And Is Climate Change Causing More of Them?,"Floods are complicated. But here are simple answers to questions about flooding, climate change and staying safe when the water rises.",2019-03-22,Climate,https://www.nytimes.com/2019/03/22/climate/what-causes-floods.html
"Northern Lights in the Northern U.S.? Maybe So, or Maybe a ‘Dud’","The most likely time the phenomenon will occur is at 11 a.m. Eastern, experts say, but it can’t be seen during the daytime. Bad weather would also hamper a sighting.",2019-03-23,Science,https://www.nytimes.com/2019/03/23/science/northern-lights-united-states.html
Copenhagen Wants to Show How Cities Can Fight Climate Change,"The Danish capital wants to be carbon neutral six years from now. Its plan involves wind, recycling and a very innovative ski hill.",2019-03-25,Climate,https://www.nytimes.com/2019/03/25/climate/copenhagen-climate-change.html
Duke University to Pay $112.5 Million to Settle Claims of Research Misconduct,"The university submitted falsified data in connection with 30 grants obtained from the N.I.H. and E.P.A., according to a whistle-blower lawsuit.",2019-03-25,Science,https://www.nytimes.com/2019/03/25/science/duke-settlement-research.html
"This Water Drop, It’s the Greatest Dancer",You've probably never seen water do this.,2019-03-26,Science,https://www.nytimes.com/2019/03/26/science/water-droplets-dance.html
What Termites Can Teach Us About Cooling Our Buildings,"“We think humans are the best designers, but this is not really true,” a researcher said.",2019-03-26,Science,https://www.nytimes.com/2019/03/26/science/termite-nest-ventilation.html
One Thing You Can Do: Brew a Greener Cup of Coffee,Also this week: Our correspondent braves the Northern European winter on a commuter bike.,2019-03-27,Climate,https://www.nytimes.com/2019/03/27/climate/nyt-climate-newsletter-coffee.html
Top Democrat Assails Bernhardt’s Ethics at Senate Hearing on His Interior Secretary Nomination,"Lawmakers must decide whether Mr. Bernhardt, who has faced conflict-of-interest criticisms, is the right person to oversee some 500 million acres of public land as well as the nation’s coastal waters.",2019-03-28,Climate,https://www.nytimes.com/2019/03/28/climate/david-bernhardt-interior-secretary-senate.html
"Plastic Bags, or Paper? Here’s What to Consider When You Hit the Grocery Store",Plastic and paper both have downsides. Here are a few broad lessons to keep in mind. ,2019-03-29,Climate,https://www.nytimes.com/2019/03/29/climate/plastic-paper-shopping-bags.html
